model_name,config,channels,bottlenecks,bit_width,auto_fifo_strategy,target_fps,synth_clk_period_ns,fpga_part,output_dir,build_start,build_end,build_duration_hours,LUT,LUT_pct,LUTRAM,FF,DSP,DSP_pct,BRAM,BRAM_18K,BRAM_18K_pct,BRAM_36K,URAM,Carry,WNS_ns,fmax_mhz,estimated_throughput_fps,latency_ms,rtlsim_cycles,rtlsim_inputs,rtlsim_outputs,vivado_version,status,notes
quantEnet_8_2_relu_no_reg_w20_acc2x_hawq_dummy,hawq_8_2_w20_acc2x_dummy_8way_partitioned_ooc_synth_TOTAL,"4,10,20,10,4","4,8,8,2,1",2/4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w20_acc2x_dummy_8way_full_20260901_135031/report,2026-09-01 13:50:31,2026-09-01 22:46:13,8.93,154662.0,67.13,28262.0,143493.0,0.0,0.0,95.0,91.0,30.61,50.0,0.0,7964.0,3.116,145.26438117373618,0.997809409222992,1002.1954,100219540.0,4096.0,150.0,2022.2,real_ooc_synth_fits_sum_of_8_independent_partitions,"SUM of 8 real Vivado OOC-synth runs, one per StreamingDataflowPartition, each using FINN's stock (unmodified) SynthOutOfContext directly on that partition's own already-valid stitched IP -- the custom combined-design synth path (step_combine_partitions -> step_out_of_context_synthesis_multi merging all 8 partitions into one flat top) was skipped in favor of the proven per-partition workaround (see finn_gotchas memory / finn_ooc_8_2_relu_no_reg_w20_acc2x_8way_per_partition_synth.py). Dummy/random weights (torch.manual_seed(0), NOT the real trained checkpoint), architecturally CHANNELS=(4,10,20,10,4), BOTTLENECKS_PER_STAGE=(4,8,8,2,1), dense_dilation context pattern, DSC-no-projection bottlenecks, plain ReLU (no PReLU). Per-block HAWQ JOINT scheme (weight_bits 2-8 per block) from compression/hawq/block_bits_8_2_relu_no_reg_w20_acc2x_joint.json, folded via the 100%-LUT-budget-cap folding ILP (folding_block_8_2_relu_no_reg_w20_acc2x_hardcap100.json), resType forced to dsp on every MVAU node. CLB LUT (LUT+LUTRAM)=182924=79.41% of 230400 (LUT alone=154662=67.13%). BRAM_18K-equivalent(18K_count+2*36K_count)=191=30.61% of 624. DSP=0 (JSON field known unreliable, not re-verified across all 8 partitions this run). fmax_mhz is the MIN across the 8 partitions (range 145.26-189.18 MHz, bottleneck=partition_1); ALL 8 partitions MEET TIMING at the 10ns/100MHz build clock (every WNS positive, unlike the w24/s19 HAWQ builds' bottleneck partitions). estimated_throughput_fps/latency_ms/rtlsim_cycles/rtlsim_inputs/rtlsim_outputs are the ACTUAL rtlsim-measured values (not analytic estimates) from the earlier full-build stage, measured at the conservative 10ns/100MHz build clock -- extrapolating (not re-simulated) to the real 145.26MHz bottleneck fmax gives ~1.45 images/s / ~690ms latency."
quantEnet_8_2_relu_no_reg_w20_acc2x_hawq_dummy,hawq_8_2_w20_dummy_partition_0_ooc_synth,,,2/4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w20_acc2x_dummy_8way_full_20260901_135031/report/ooc_synth_partition_0.json,2026-09-01 13:50:31,2026-09-01 22:46:13,8.93,30793.0,13.37,583.0,8233.0,0.0,0.0,7.0,11.0,2.4,2.0,0.0,4902.0,3.303,149.32059130954158,,,,,,2022.2,real_ooc_synth_standalone_partition,"Largest partition by LUT (30793=13.37% of 230400). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w20_acc2x_hawq_dummy,hawq_8_2_w20_dummy_partition_1_ooc_synth,,,2/4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w20_acc2x_dummy_8way_full_20260901_135031/report/ooc_synth_partition_1.json,2026-09-01 13:50:31,2026-09-01 22:46:13,8.93,20333.0,8.82,2180.0,27136.0,0.0,0.0,9.0,14.0,2.88,2.0,0.0,893.0,3.116,145.26438117373618,,,,,,2022.2,real_ooc_synth_standalone_partition,"Bottleneck partition -- lowest fmax of the 8 (145.26MHz, still positive WNS=3.116ns, meets 100MHz build clock timing). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w20_acc2x_hawq_dummy,hawq_8_2_w20_dummy_partition_2_ooc_synth,,,2/4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w20_acc2x_dummy_8way_full_20260901_135031/report/ooc_synth_partition_2.json,2026-09-01 13:50:31,2026-09-01 22:46:13,8.93,22164.0,9.62,6221.0,21597.0,0.0,0.0,20.0,16.0,6.41,12.0,0.0,312.0,4.151,170.96939647803043,,,,,,2022.2,real_ooc_synth_standalone_partition,"Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w20_acc2x_hawq_dummy,hawq_8_2_w20_dummy_partition_3_ooc_synth,,,2/4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w20_acc2x_dummy_8way_full_20260901_135031/report/ooc_synth_partition_3.json,2026-09-01 13:50:31,2026-09-01 22:46:13,8.93,20966.0,9.1,6243.0,20375.0,0.0,0.0,20.0,16.0,6.41,12.0,0.0,569.0,3.977,166.03021749958492,,,,,,2022.2,real_ooc_synth_standalone_partition,"Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w20_acc2x_hawq_dummy,hawq_8_2_w20_dummy_partition_4_ooc_synth,,,2/4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w20_acc2x_dummy_8way_full_20260901_135031/report/ooc_synth_partition_4.json,2026-09-01 13:50:31,2026-09-01 22:46:13,8.93,26319.0,11.42,6492.0,32176.0,0.0,0.0,21.0,18.0,6.73,12.0,0.0,522.0,3.723,159.31177314003506,,,,,,2022.2,real_ooc_synth_standalone_partition,"Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w20_acc2x_hawq_dummy,hawq_8_2_w20_dummy_partition_5_ooc_synth,,,2/4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w20_acc2x_dummy_8way_full_20260901_135031/report/ooc_synth_partition_5.json,2026-09-01 13:50:31,2026-09-01 22:46:13,8.93,17283.0,7.5,5516.0,15129.0,0.0,0.0,16.0,12.0,5.13,10.0,0.0,372.0,4.24,173.61111111111111,,,,,,2022.2,real_ooc_synth_standalone_partition,"Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w20_acc2x_hawq_dummy,hawq_8_2_w20_dummy_partition_6_ooc_synth,,,2/4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w20_acc2x_dummy_8way_full_20260901_135031/report/ooc_synth_partition_6.json,2026-09-01 13:50:31,2026-09-01 22:46:13,8.93,10001.0,4.34,633.0,12268.0,0.0,0.0,1.0,2.0,0.32,0.0,0.0,254.0,4.619,185.8390633711206,,,,,,2022.2,real_ooc_synth_standalone_partition,"Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w20_acc2x_hawq_dummy,hawq_8_2_w20_dummy_partition_7_ooc_synth,,,2/4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w20_acc2x_dummy_8way_full_20260901_135031/report/ooc_synth_partition_7.json,2026-09-01 13:50:31,2026-09-01 22:46:13,8.93,6803.0,2.95,394.0,6579.0,0.0,0.0,1.0,2.0,0.32,0.0,0.0,140.0,4.714,189.17896329928112,,,,,,2022.2,real_ooc_synth_standalone_partition,"Smallest partition by LUT/FF (6803 LUT=2.95% of 230400). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w16_acc2x_hawq_dummy,hawq_8_2_w16_acc2x_dummy_8way_partitioned_ooc_synth_TOTAL,"4,8,16,8,4","4,8,8,2,1",4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w16_acc2x_dummy_8way_full_20260901_232446/report,2026-09-01 23:24:46,2026-09-02 08:40:42,9.27,186890.0,81.12,23299.0,110823.0,503.0,29.11,113.0,132.0,36.86,49.0,0.0,16777.0,2.853,139.91884706870016,0.998080929911204,1001.92276,100192276.0,4096.0,162.0,2022.2,real_ooc_synth_fits_sum_of_8_independent_partitions,"SUM of 8 real Vivado OOC-synth runs, one per StreamingDataflowPartition, each using FINN's stock (unmodified) SynthOutOfContext directly on that partition's own already-valid stitched IP -- the custom combined-design synth path (step_combine_partitions -> step_out_of_context_synthesis_multi merging all 8 partitions into one flat top) hit the same known combine-merge Vivado bug as every prior HAWQ build in this repo, so was skipped in favor of the proven per-partition workaround (see finn_gotchas memory / finn_ooc_8_2_relu_no_reg_w16_acc2x_8way_per_partition_synth.py). Dummy/random weights (torch.manual_seed(0), NOT the real trained checkpoint -- real checkpoint had not synced to this workspace yet), architecturally CHANNELS=(4,8,16,8,4), BOTTLENECKS_PER_STAGE=(4,8,8,2,1), dense_dilation context pattern, DSC-no-projection bottlenecks, plain ReLU (no PReLU) -- architecturally IDENTICAL to w20 except channel widths. Per-block HAWQ JOINT scheme (weight_bits 4 or 8 per block, acc2x_min4) from compression/hawq/block_bits_8_2_relu_no_reg_w16_acc2x_min4_joint.json, folded via the 100%-LUT-budget-cap folding ILP (folding_block_8_2_relu_no_reg_w16_acc2x_min4_hardcap100.json), resType forced to dsp on every MVAU AND VVAU node (fixed this session -- every PRIOR build including w20 only forced MVAU, silently leaving depthwise VVAU nodes at FINN's auto default). CLB LUT (LUT+LUTRAM)=210189=91.23% of 230400 (LUT alone=186890=81.12%) -- notably tighter than w20's 79.41%/67.13%, driven almost entirely by partition_1 (down1+regular1.0-3, the widest-early-channel/highest-spatial-resolution stage) at 73729 LUT=32.00% of budget alone vs w20's largest partition of only 30793 LUT=13.37%; only 2352/73729=3.2% of partition_1's LUT is LUTRAM, so this is a LUT-as-logic (likely PE/SIMD folding parallelism) issue, not a memory/storage one. BRAM_18K-equivalent(18K_count+2*36K_count)=230=36.86% of 624. DSP=503=29.11% of 1728 (FINN's own report/ooc_synth_and_timing.json again showed the known DSP=0 parser bug -- CROSS-CHECKED and CORRECTED via the raw GenericPartition_N_wrapper_utilization_placed.rpt 'DSPs' line for all 8 partitions, per-partition: 10/72/90/83/109/54/61/24, confirming resType=dsp forcing on MVAU+VVAU nodes IS working). fmax_mhz is the MIN across the 8 partitions (range 139.92-208.72 MHz, bottleneck=partition_1); ALL 8 partitions MEET TIMING at the 10ns/100MHz build clock (every WNS positive). estimated_throughput_fps/latency_ms/rtlsim_cycles are FINN's own rtlsim numbers at the fixed 100MHz rtlsim clock (not rescaled to the real synthesized fmax above)."
quantEnet_8_2_relu_no_reg_w16_acc2x_hawq_dummy,hawq_8_2_w16_dummy_partition_0_ooc_synth,,,4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w16_acc2x_dummy_8way_full_20260901_232446/report/ooc_synth_partition_0.json,2026-09-01 23:24:46,2026-09-02 08:40:42,9.27,17797.0,7.72,498.0,11818.0,10.0,0.58,8.0,11.0,2.72,3.0,0.0,2800.0,3.684,158.32805573147562,,,,,,2022.2,real_ooc_synth_standalone_partition,"DSP=10 verified via raw GenericPartition_0_wrapper_utilization_placed.rpt (JSON field showed 0, known parser bug). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w16_acc2x_hawq_dummy,hawq_8_2_w16_dummy_partition_1_ooc_synth,,,4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w16_acc2x_dummy_8way_full_20260901_232446/report/ooc_synth_partition_1.json,2026-09-01 23:24:46,2026-09-02 08:40:42,9.27,73729.0,32.0,2352.0,33997.0,72.0,4.17,34.0,67.0,11.06,1.0,0.0,8232.0,2.853,139.91884706870016,,,,,,2022.2,real_ooc_synth_standalone_partition,"Bottleneck partition -- lowest fmax of the 8 (139.92MHz, still positive WNS=2.853ns, meets 100MHz build clock timing). ALSO the clear LUT outlier (73729 LUT=32.00% of budget alone, vs 5-8% for other partitions) -- contains down1 (initial downsampling, widest early channels + shortcut projection/maxpool) plus all of regular1.0-3 (4 repeated DSC-no-projection blocks at the largest spatial resolution in the encoder). Only 2352/73729=3.2% of this partition's LUT is LUTRAM (memory-mode), so the blowup is LUT-as-logic, likely high PE/SIMD folding parallelism at this early/wide/high-resolution stage, not a memory/storage issue. DSP=72 verified via raw GenericPartition_1_wrapper_utilization_placed.rpt (JSON field showed 0, known parser bug) -- 2nd-highest DSP count of the 8 partitions despite being the LUT outlier, confirming the bloat is genuinely extra logic, not DSP-forcing overhead. Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w16_acc2x_hawq_dummy,hawq_8_2_w16_dummy_partition_2_ooc_synth,,,4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w16_acc2x_dummy_8way_full_20260901_232446/report/ooc_synth_partition_2.json,2026-09-01 23:24:46,2026-09-02 08:40:42,9.27,17385.0,7.55,5096.0,12695.0,90.0,5.21,18.0,14.0,5.77,11.0,0.0,663.0,4.438,179.79144192736425,,,,,,2022.2,real_ooc_synth_standalone_partition,"DSP=90 verified via raw GenericPartition_2_wrapper_utilization_placed.rpt (JSON field showed 0, known parser bug) -- highest DSP count of the 8 partitions. Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w16_acc2x_hawq_dummy,hawq_8_2_w16_dummy_partition_3_ooc_synth,,,4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w16_acc2x_dummy_8way_full_20260901_232446/report/ooc_synth_partition_3.json,2026-09-01 23:24:46,2026-09-02 08:40:42,9.27,16077.0,6.98,4724.0,11099.0,83.0,4.8,15.0,5.0,4.97,13.0,0.0,602.0,5.209,208.72469213107908,,,,,,2022.2,real_ooc_synth_standalone_partition,"DSP=83 verified via raw GenericPartition_3_wrapper_utilization_placed.rpt (JSON field showed 0, known parser bug). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w16_acc2x_hawq_dummy,hawq_8_2_w16_dummy_partition_4_ooc_synth,,,4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w16_acc2x_dummy_8way_full_20260901_232446/report/ooc_synth_partition_4.json,2026-09-01 23:24:46,2026-09-02 08:40:42,9.27,18191.0,7.9,5033.0,13110.0,109.0,6.31,16.0,8.0,5.13,12.0,0.0,721.0,4.694,188.46588767433096,,,,,,2022.2,real_ooc_synth_standalone_partition,"DSP=109 verified via raw GenericPartition_4_wrapper_utilization_placed.rpt (JSON field showed 0, known parser bug). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w16_acc2x_hawq_dummy,hawq_8_2_w16_dummy_partition_5_ooc_synth,,,4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w16_acc2x_dummy_8way_full_20260901_232446/report/ooc_synth_partition_5.json,2026-09-01 23:24:46,2026-09-02 08:40:42,9.27,12651.0,5.49,4207.0,8016.0,54.0,3.13,10.0,4.0,3.21,8.0,0.0,411.0,4.389,178.22135091783997,,,,,,2022.2,real_ooc_synth_standalone_partition,"DSP=54 verified via raw GenericPartition_5_wrapper_utilization_placed.rpt (JSON field showed 0, known parser bug). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w16_acc2x_hawq_dummy,hawq_8_2_w16_dummy_partition_6_ooc_synth,,,4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w16_acc2x_dummy_8way_full_20260901_232446/report/ooc_synth_partition_6.json,2026-09-01 23:24:46,2026-09-02 08:40:42,9.27,11521.0,5.0,630.0,8772.0,61.0,3.53,1.0,3.0,0.48,0.0,0.0,719.0,3.258,148.3239394838327,,,,,,2022.2,real_ooc_synth_standalone_partition,"Smallest partition by LUT (11521 LUT=5.00% of 230400). DSP=61 verified via raw GenericPartition_6_wrapper_utilization_placed.rpt (JSON field showed 0, known parser bug). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_8_2_relu_no_reg_w16_acc2x_hawq_dummy,hawq_8_2_w16_dummy_partition_7_ooc_synth,,,4/8_mixed_joint_dummy,largefifo_rtlsim,250.0,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_8_2_w16_acc2x_dummy_8way_full_20260901_232446/report/ooc_synth_partition_7.json,2026-09-01 23:24:46,2026-09-02 08:40:42,9.27,19539.0,8.48,759.0,11316.0,24.0,1.39,11.0,20.0,3.53,1.0,0.0,2629.0,4.296,175.3155680224404,,,,,,2022.2,real_ooc_synth_standalone_partition,"DSP=24 verified via raw GenericPartition_7_wrapper_utilization_placed.rpt (JSON field showed 0, known parser bug). Independent stock FINN SynthOutOfContext on this partition's own stitched IP (reused from the earlier step_build_all_partitions run, no combine/merge step)."
quantEnet_12_separable_dense_relu_min4_hawq_trained_int8,hawq_12_sep_dense_relu_min4_trained_hardcap131_8way_partitioned_ooc_synth_TOTAL,"4,16,32,16,4","4,8,8,2,1",4/8_mixed_min4,largefifo_rtlsim,250,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_12_sep_dense_relu_min4_trained_hardcap131_8way_full_20260904_061905,2026-09-04 06:19:05,2026-09-05 00:05:00,17.7653,134473.0,58.365,11332.0,133509.0,0.0,0.0,,109.0,42.7885,79.0,0.0,7039.0,3.657,157.65410688948447,1512.9508593560881,10.18989,,,,2022.2,real_ooc_synth_fits_sum_of_8_independent_partitions,"SUM of 8 real Vivado OOC-synth runs, one per StreamingDataflowPartition, each using FINN's stock (unmodified) SynthOutOfContext directly on that partition's own already-valid stitched IP (no combined/merged bitstream). CLB LUT (LUT+LUTRAM)=145805.0=63.2834% of 230400 (FITS). FF=133509.0=28.9733% of 460800. BRAM_18K-equivalent(18K_count+2*36K_count)=267.0=42.7885% of 624. DSP=0.0/1728 (see per-partition rows/module docstring re: known JSON DSP=0 parser bug -- pass --dsp-rpt-dir to correct this sum with verified counts). fmax_mhz is the MIN across the 8 partitions (bottleneck=partition_1, 157.65410688948447 MHz); each partition is an independently clocked/synthesized kernel, not one chained design. Real trained checkpoint_best.pth (epoch 50, fold_0) weights, hardcap131 (131% LUT hardcap) folding config (vs prior hardcap100 dummy-weight sibling build); OOC synth auto-chained via '&&' after full build completed, no manual gap."
quantEnet_12_separable_dense_relu_min4_hawq_trained_int8,hawq_12_sep_dense_relu_min4_trained_hardcap131_partition_0_ooc_synth,"4,16,32,16,4","4,8,8,2,1",4/8_mixed_min4,largefifo_rtlsim,250,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_12_sep_dense_relu_min4_trained_hardcap131_8way_full_20260904_061905,2026-09-04 06:19:05,2026-09-05 00:05:00,,4297.0,1.865,213.0,2958.0,0.0,0.0,,6.0,0.9615,0.0,0.0,564.0,3.985,166.25103906899417,,,,,,2022.2,real_ooc_synth_standalone_partition,"Partition 0 of the 8-way build. Real Vivado OOC synth via FINN's stock (unmodified) SynthOutOfContext on this partition's own stitched IP. DSP field is FINN's known-unreliable JSON summary value (see module docstring) -- NOT independently verified against a raw Vivado utilization report for this partition; pass --dsp-rpt-dir to verify. Real trained checkpoint_best.pth (epoch 50, fold_0) weights, hardcap131 (131% LUT hardcap) folding config (vs prior hardcap100 dummy-weight sibling build); OOC synth auto-chained via '&&' after full build completed, no manual gap."
quantEnet_12_separable_dense_relu_min4_hawq_trained_int8,hawq_12_sep_dense_relu_min4_trained_hardcap131_partition_1_ooc_synth,"4,16,32,16,4","4,8,8,2,1",4/8_mixed_min4,largefifo_rtlsim,250,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_12_sep_dense_relu_min4_trained_hardcap131_8way_full_20260904_061905,2026-09-04 06:19:05,2026-09-05 00:05:00,,23339.0,10.1298,1494.0,23039.0,0.0,0.0,,7.0,5.2885,13.0,0.0,1325.0,3.657,157.65410688948447,,,,,,2022.2,real_ooc_synth_standalone_partition,"Partition 1 of the 8-way build. Real Vivado OOC synth via FINN's stock (unmodified) SynthOutOfContext on this partition's own stitched IP. DSP field is FINN's known-unreliable JSON summary value (see module docstring) -- NOT independently verified against a raw Vivado utilization report for this partition; pass --dsp-rpt-dir to verify. Real trained checkpoint_best.pth (epoch 50, fold_0) weights, hardcap131 (131% LUT hardcap) folding config (vs prior hardcap100 dummy-weight sibling build); OOC synth auto-chained via '&&' after full build completed, no manual gap."
quantEnet_12_separable_dense_relu_min4_hawq_trained_int8,hawq_12_sep_dense_relu_min4_trained_hardcap131_partition_2_ooc_synth,"4,16,32,16,4","4,8,8,2,1",4/8_mixed_min4,largefifo_rtlsim,250,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_12_sep_dense_relu_min4_trained_hardcap131_8way_full_20260904_061905,2026-09-04 06:19:05,2026-09-05 00:05:00,,21042.0,9.1328,1929.0,21572.0,0.0,0.0,,20.0,8.3333,16.0,0.0,1064.0,4.312,175.8087201125176,,,,,,2022.2,real_ooc_synth_standalone_partition,"Partition 2 of the 8-way build. Real Vivado OOC synth via FINN's stock (unmodified) SynthOutOfContext on this partition's own stitched IP. DSP field is FINN's known-unreliable JSON summary value (see module docstring) -- NOT independently verified against a raw Vivado utilization report for this partition; pass --dsp-rpt-dir to verify. Real trained checkpoint_best.pth (epoch 50, fold_0) weights, hardcap131 (131% LUT hardcap) folding config (vs prior hardcap100 dummy-weight sibling build); OOC synth auto-chained via '&&' after full build completed, no manual gap."
quantEnet_12_separable_dense_relu_min4_hawq_trained_int8,hawq_12_sep_dense_relu_min4_trained_hardcap131_partition_3_ooc_synth,"4,16,32,16,4","4,8,8,2,1",4/8_mixed_min4,largefifo_rtlsim,250,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_12_sep_dense_relu_min4_trained_hardcap131_8way_full_20260904_061905,2026-09-04 06:19:05,2026-09-05 00:05:00,,20536.0,8.9132,1994.0,21094.0,0.0,0.0,,22.0,8.0128,14.0,0.0,1001.0,4.572,184.22991893883568,,,,,,2022.2,real_ooc_synth_standalone_partition,"Partition 3 of the 8-way build. Real Vivado OOC synth via FINN's stock (unmodified) SynthOutOfContext on this partition's own stitched IP. DSP field is FINN's known-unreliable JSON summary value (see module docstring) -- NOT independently verified against a raw Vivado utilization report for this partition; pass --dsp-rpt-dir to verify. Real trained checkpoint_best.pth (epoch 50, fold_0) weights, hardcap131 (131% LUT hardcap) folding config (vs prior hardcap100 dummy-weight sibling build); OOC synth auto-chained via '&&' after full build completed, no manual gap."
quantEnet_12_separable_dense_relu_min4_hawq_trained_int8,hawq_12_sep_dense_relu_min4_trained_hardcap131_partition_4_ooc_synth,"4,16,32,16,4","4,8,8,2,1",4/8_mixed_min4,largefifo_rtlsim,250,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_12_sep_dense_relu_min4_trained_hardcap131_8way_full_20260904_061905,2026-09-04 06:19:05,2026-09-05 00:05:00,,27822.0,12.0755,2410.0,25468.0,0.0,0.0,,21.0,9.1346,18.0,0.0,1454.0,3.964,165.6726308813784,,,,,,2022.2,real_ooc_synth_standalone_partition,"Partition 4 of the 8-way build. Real Vivado OOC synth via FINN's stock (unmodified) SynthOutOfContext on this partition's own stitched IP. DSP field is FINN's known-unreliable JSON summary value (see module docstring) -- NOT independently verified against a raw Vivado utilization report for this partition; pass --dsp-rpt-dir to verify. Real trained checkpoint_best.pth (epoch 50, fold_0) weights, hardcap131 (131% LUT hardcap) folding config (vs prior hardcap100 dummy-weight sibling build); OOC synth auto-chained via '&&' after full build completed, no manual gap."
quantEnet_12_separable_dense_relu_min4_hawq_trained_int8,hawq_12_sep_dense_relu_min4_trained_hardcap131_partition_5_ooc_synth,"4,16,32,16,4","4,8,8,2,1",4/8_mixed_min4,largefifo_rtlsim,250,10.0,xczu7ev-ffvc1156-2-e,finn/notebooks/enet/finn_deployment_outputs/hawq_12_sep_dense_relu_min4_trained_hardcap131_8way_full_20260904_061905,2026-09-04 06:19:05,2026-09-05 00:05:00,,15304.0,6.6424,1700.0,15065.0,0.0,0.0,,15.0,4.6474,7.0,0.0,702.0,5.331,214.1786249732277,,,,,,2022.2,real_ooc_synth_standalone_partition,"Partition 5 of the 8-way build. Real Vivado OOC synth via FINN's stock (unmodified) SynthOutOfContext on this partition's own stitched IP. DSP field is FINN's known-unreliable JSON summary value (see module docstring) -- NOT independently verified against a raw Vivado utilization report for this partition; pass --dsp-rpt-dir to verify. Real trained checkpoint_best.pth (epoch 50, fold_0) weights, hardcap131 (131% LUT hardcap) folding config (vs prior hardcap100 dummy-weight sibling build); OOC synth auto-chained via '&&' after full build completed, no manual gap."
